,Player No,Player Name,Position,Digs,Errors,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,,BRA,DIG,3,23,13842,0
13,20,Da Silva Lorrayna ,O,0,0,0,,BRA,DIG,3,23,13842,0
0,14,Araujo Natália ,L,3,0,4,75.00,BRA,DIG,4,25,13842,1
1,9,Ratzke Roberta Silva ,S,2,0,3,66.67,BRA,DIG,4,25,13842,1
2,10,Braga Guimaraes Gabriela (C),OH,2,3,6,-16.67,BRA,DIG,4,25,13842,1
3,17,Bergmann Julia Isabelle ,OH,2,1,3,33.33,BRA,DIG,4,25,13842,1
4,16,Nascimento Kisy ,O,1,1,2,0.00,BRA,DIG,4,25,13842,1
5,3,Gambatto Kudiess Julia ,MB,0,1,1,-100.00,BRA,DIG,4,25,13842,1
6,4,Da Silva Ana Carolina ,MB,0,0,0,,BRA,DIG,4,25,13842,1
7,5,Zalewski Daroit Priscila ,OH,0,0,0,,BRA,DIG,4,25,13842,1
8,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,,BRA,DIG,4,25,13842,1
9,7,Montibeller Rosamaria ,OH,0,0,0,,BRA,DIG,4,25,13842,1
10,8,Silva Carneiro Macris Fernanda ,S,0,0,0,,BRA,DIG,4,25,13842,1
11,15,Viezel Lorena Giovana ,MB,0,0,0,,BRA,DIG,4,25,13842,1
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,,BRA,DIG,4,25,13842,1
13,20,Da Silva Lorrayna ,O,0,0,0,,BRA,DIG,4,25,13842,1
0,19,Moksri Chatchu-On ,OH,14,2,18,66.67,THA,DIG,0,0,13842,
1,18,Kongyot Ajcharaporn ,OH,9,1,12,66.67,THA,DIG,0,0,13842,
2,2,Pannoy Piyanut ,L,7,3,16,25.00,THA,DIG,0,0,13842,
3,16,Kokram Pimpichaya ,O,4,0,6,66.67,THA,DIG,0,0,13842,
4,3,Guedpard Pornpun (C),S,3,1,4,50.00,THA,DIG,0,0,13842,
5,15,Kamulthala Kaewkalaya ,MB,2,1,4,25.00,THA,DIG,0,0,13842,
6,12,Bamrungsuk Hattaya ,MB,1,1,3,0.00,THA,DIG,0,0,13842,
7,20,Pairoj Supattra ,L,1,2,4,-25.00,THA,DIG,0,0,13842,
8,9,Bundasak Jarasporn ,MB,0,0,0,,THA,DIG,0,0,13842,
9,14,Chuewulim Sutadta ,OH,0,0,0,,THA,DIG,0,0,13842,
10,21,Sooksod Thanacha ,O,0,0,0,,THA,DIG,0,0,13842,
11,23,ManaKij Sirima ,S,0,0,0,,THA,DIG,0,0,13842,
12,24,Boonlert Tichakorn ,MB,0,0,0,,THA,DIG,0,0,13842,
13,25,Janthawisut Sasipapron ,OH,0,0,0,,THA,DIG,0,0,13842,
0,19,Moksri Chatchu-On ,OH,5,1,8,50.00,THA,DIG,1,18,13842,0
1,18,Kongyot Ajcharaporn ,OH,3,0,3,100.00,THA,DIG,1,18,13842,0
2,2,Pannoy Piyanut ,L,1,0,3,33.33,THA,DIG,1,18,13842,0
3,12,Bamrungsuk Hattaya ,MB,1,0,1,100.00,THA,DIG,1,18,13842,0
4,16,Kokram Pimpichaya ,O,1,0,1,100.00,THA,DIG,1,18,13842,0
5,20,Pairoj Supattra ,L,1,2,3,-33.33,THA,DIG,1,18,13842,0
6,3,Guedpard Pornpun (C),S,0,0,0,,THA,DIG,1,18,13842,0
7,9,Bundasak Jarasporn ,MB,0,0,0,,THA,DIG,1,18,13842,0
8,14,Chuewulim Sutadta ,OH,0,0,0,,THA,DIG,1,18,13842,0
9,15,Kamulthala Kaewkalaya ,MB,0,0,0,,THA,DIG,1,18,13842,0
10,21,Sooksod Thanacha ,O,0,0,0,,THA,DIG,1,18,13842,0
11,23,ManaKij Sirima ,S,0,0,0,,THA,DIG,1,18,13842,0
12,24,Boonlert Tichakorn ,MB,0,0,0,,THA,DIG,1,18,13842,0
13,25,Janthawisut Sasipapron ,OH,0,0,0,,THA,DIG,1,18,13842,0
0,2,Pannoy Piyanut ,L,3,1,4,50.00,THA,DIG,2,24,13842,0
1,19,Moksri Chatchu-On ,OH,3,0,3,100.00,THA,DIG,2,24,13842,0
2,3,Guedpard Pornpun (C),S,2,0,2,100.00,THA,DIG,2,24,13842,0
3,15,Kamulthala Kaewkalaya ,MB,2,0,2,100.00,THA,DIG,2,24,13842,0
4,18,Kongyot Ajcharaporn ,OH,2,1,5,20.00,THA,DIG,2,24,13842,0
5,16,Kokram Pimpichaya ,O,1,0,2,50.00,THA,DIG,2,24,13842,0
6,9,Bundasak Jarasporn ,MB,0,0,0,,THA,DIG,2,24,13842,0
7,12,Bamrungsuk Hattaya ,MB,0,0,0,,THA,DIG,2,24,13842,0
8,14,Chuewulim Sutadta ,OH,0,0,0,,THA,DIG,2,24,13842,0
9,20,Pairoj Supattra ,L,0,0,1,0.00,THA,DIG,2,24,13842,0
10,21,Sooksod Thanacha ,O,0,0,0,,THA,DIG,2,24,13842,0
11,23,ManaKij Sirima ,S,0,0,0,,THA,DIG,2,24,13842,0
12,24,Boonlert Tichakorn ,MB,0,0,0,,THA,DIG,2,24,13842,0
13,25,Janthawisut Sasipapron ,OH,0,0,0,,THA,DIG,2,24,13842,0
0,16,Kokram Pimpichaya ,O,2,0,3,66.67,THA,DIG,3,25,13842,1
1,18,Kongyot Ajcharaporn ,OH,2,0,2,100.00,THA,DIG,3,25,13842,1
2,19,Moksri Chatchu-On ,OH,2,1,3,33.33,THA,DIG,3,25,13842,1
3,2,Pannoy Piyanut ,L,1,1,3,0.00,THA,DIG,3,25,13842,1
4,3,Guedpard Pornpun (C),S,1,0,1,100.00,THA,DIG,3,25,13842,1
5,9,Bundasak Jarasporn ,MB,0,0,0,,THA,DIG,3,25,13842,1
6,12,Bamrungsuk Hattaya ,MB,0,0,0,,THA,DIG,3,25,13842,1
7,14,Chuewulim Sutadta ,OH,0,0,0,,THA,DIG,3,25,13842,1
8,15,Kamulthala Kaewkalaya ,MB,0,0,0,,THA,DIG,3,25,13842,1
9,20,Pairoj Supattra ,L,0,0,0,,THA,DIG,3,25,13842,1
10,21,Sooksod Thanacha ,O,0,0,0,,THA,DIG,3,25,13842,1
11,23,ManaKij Sirima ,S,0,0,0,,THA,DIG,3,25,13842,1
12,24,Boonlert Tichakorn ,MB,0,0,0,,THA,DIG,3,25,13842,1
13,25,Janthawisut Sasipapron ,OH,0,0,0,,THA,DIG,3,25,13842,1
0,19,Moksri Chatchu-On ,OH,4,0,4,100.00,THA,DIG,4,23,13842,0
1,2,Pannoy Piyanut ,L,2,1,6,16.67,THA,DIG,4,23,13842,0
2,18,Kongyot Ajcharaporn ,OH,2,0,2,100.00,THA,DIG,4,23,13842,0
3,3,Guedpard Pornpun (C),S,0,1,1,-100.00,THA,DIG,4,23,13842,0
4,9,Bundasak Jarasporn ,MB,0,0,0,,THA,DIG,4,23,13842,0
5,12,Bamrungsuk Hattaya ,MB,0,1,2,-50.00,THA,DIG,4,23,13842,0
6,14,Chuewulim Sutadta ,OH,0,0,0,,THA,DIG,4,23,13842,0
7,15,Kamulthala Kaewkalaya ,MB,0,1,2,-50.00,THA,DIG,4,23,13842,0
8,16,Kokram Pimpichaya ,O,0,0,0,,THA,DIG,4,23,13842,0
9,20,Pairoj Supattra ,L,0,0,0,,THA,DIG,4,23,13842,0
10,21,Sooksod Thanacha ,O,0,0,0,,THA,DIG,4,23,13842,0
11,23,ManaKij Sirima ,S,0,0,0,,THA,DIG,4,23,13842,0
12,24,Boonlert Tichakorn ,MB,0,0,0,,THA,DIG,4,23,13842,0
13,25,Janthawisut Sasipapron ,OH,0,0,0,,THA,DIG,4,23,13842,0
0,5,Hentz Morgan ,L,15,3,20,60.00,USA,DIG,0,0,13845,
1,13,Wilhite Sarah ,OH,10,2,12,66.67,USA,DIG,0,0,13845,
2,1,Hancock Micha ,S,8,0,8,100.00,USA,DIG,0,0,13845,
3,12,Thompson Jordan ,O,8,1,9,77.78,USA,DIG,0,0,13845,
4,3,Plummer Kathryn ,OH,7,3,10,40.00,USA,DIG,0,0,13845,
5,16,Rettke Dana ,MB,4,2,6,33.33,USA,DIG,0,0,13845,
6,6,Dixon Tetori ,MB,3,1,4,50.00,USA,DIG,0,0,13845,
7,23,Robinson Kelsey ,OH,3,0,3,100.00,USA,DIG,0,0,13845,
8,2,Poulter Jordyn ,S,0,0,0,,USA,DIG,0,0,13845,
9,4,Wong-Orantes Justine (C),L,0,0,0,,USA,DIG,0,0,13845,
10,8,Tapp Hannah ,MB,0,0,0,,USA,DIG,0,0,13845,
11,11,Drews Andrea ,O,0,0,0,,USA,DIG,0,0,13845,
12,15,Washington Haleigh ,MB,0,0,0,,USA,DIG,0,0,13845,
13,18,Bajema Kara ,OH,0,0,0,,USA,DIG,0,0,13845,
0,5,Hentz Morgan ,L,5,1,6,66.67,USA,DIG,1,25,13845,1
1,3,Plummer Kathryn ,OH,2,2,4,0.00,USA,DIG,1,25,13845,1
2,12,Thompson Jordan ,O,2,0,2,100.00,USA,DIG,1,25,13845,1
3,16,Rettke Dana ,MB,2,1,3,33.33,USA,DIG,1,25,13845,1
4,13,Wilhite Sarah ,OH,1,0,1,100.00,USA,DIG,1,25,13845,1
5,1,Hancock Micha ,S,0,0,0,,USA,DIG,1,25,13845,1
6,2,Poulter Jordyn ,S,0,0,0,,USA,DIG,1,25,13845,1
7,4,Wong-Orantes Justine (C),L,0,0,0,,USA,DIG,1,25,13845,1
8,6,Dixon Tetori ,MB,0,0,0,,USA,DIG,1,25,13845,1
9,8,Tapp Hannah ,MB,0,0,0,,USA,DIG,1,25,13845,1
10,11,Drews Andrea ,O,0,0,0,,USA,DIG,1,25,13845,1
11,15,Washington Haleigh ,MB,0,0,0,,USA,DIG,1,25,13845,1
12,18,Bajema Kara ,OH,0,0,0,,USA,DIG,1,25,13845,1
13,23,Robinson Kelsey ,OH,0,0,0,,USA,DIG,1,25,13845,1
0,1,Hancock Micha ,S,4,0,4,100.00,USA,DIG,2,25,13845,1
1,5,Hentz Morgan ,L,4,0,4,100.00,USA,DIG,2,25,13845,1
2,13,Wilhite Sarah ,OH,4,0,4,100.00,USA,DIG,2,25,13845,1
3,3,Plummer Kathryn ,OH,2,0,2,100.00,USA,DIG,2,25,13845,1
4,6,Dixon Tetori ,MB,1,0,1,100.00,USA,DIG,2,25,13845,1
5,16,Rettke Dana ,MB,1,1,2,0.00,USA,DIG,2,25,13845,1
6,2,Poulter Jordyn ,S,0,0,0,,USA,DIG,2,25,13845,1
7,4,Wong-Orantes Justine (C),L,0,0,0,,USA,DIG,2,25,13845,1
8,8,Tapp Hannah ,MB,0,0,0,,USA,DIG,2,25,13845,1
9,11,Drews Andrea ,O,0,0,0,,USA,DIG,2,25,13845,1
10,12,Thompson Jordan ,O,0,1,1,-100.00,USA,DIG,2,25,13845,1
11,15,Washington Haleigh ,MB,0,0,0,,USA,DIG,2,25,13845,1
12,18,Bajema Kara ,OH,0,0,0,,USA,DIG,2,25,13845,1
13,23,Robinson Kelsey ,OH,0,0,0,,USA,DIG,2,25,13845,1
0,3,Plummer Kathryn ,OH,3,1,4,50.00,USA,DIG,3,13,13845,0
1,12,Thompson Jordan ,O,3,0,3,100.00,USA,DIG,3,13,13845,0
2,5,Hentz Morgan ,L,2,1,5,20.00,USA,DIG,3,13,13845,0
3,13,Wilhite Sarah ,OH,2,0,2,100.00,USA,DIG,3,13,13845,0
4,1,Hancock Micha ,S,1,0,1,100.00,USA,DIG,3,13,13845,0
5,6,Dixon Tetori ,MB,1,0,1,100.00,USA,DIG,3,13,13845,0
6,2,Poulter Jordyn ,S,0,0,0,,USA,DIG,3,13,13845,0
7,4,Wong-Orantes Justine (C),L,0,0,0,,USA,DIG,3,13,13845,0
8,8,Tapp Hannah ,MB,0,0,0,,USA,DIG,3,13,13845,0
9,11,Drews Andrea ,O,0,0,0,,USA,DIG,3,13,13845,0
10,15,Washington Haleigh ,MB,0,0,0,,USA,DIG,3,13,13845,0
11,16,Rettke Dana ,MB,0,0,0,,USA,DIG,3,13,13845,0
12,18,Bajema Kara ,OH,0,0,0,,USA,DIG,3,13,13845,0
13,23,Robinson Kelsey ,OH,0,0,0,,USA,DIG,3,13,13845,0
0,5,Hentz Morgan ,L,4,1,5,60.00,USA,DIG,4,25,13845,1
1,1,Hancock Micha ,S,3,0,3,100.00,USA,DIG,4,25,13845,1
2,12,Thompson Jordan ,O,3,0,3,100.00,USA,DIG,4,25,13845,1
3,13,Wilhite Sarah ,OH,3,2,5,20.00,USA,DIG,4,25,13845,1
4,23,Robinson Kelsey ,OH,3,0,3,100.00,USA,DIG,4,25,13845,1
5,6,Dixon Tetori ,MB,1,1,2,0.00,USA,DIG,4,25,13845,1
6,16,Rettke Dana ,MB,1,0,1,100.00,USA,DIG,4,25,13845,1
7,2,Poulter Jordyn ,S,0,0,0,,USA,DIG,4,25,13845,1
8,3,Plummer Kathryn ,OH,0,0,0,,USA,DIG,4,25,13845,1
9,4,Wong-Orantes Justine (C),L,0,0,0,,USA,DIG,4,25,13845,1
10,8,Tapp Hannah ,MB,0,0,0,,USA,DIG,4,25,13845,1
11,11,Drews Andrea ,O,0,0,0,,USA,DIG,4,25,13845,1
12,15,Washington Haleigh ,MB,0,0,0,,USA,DIG,4,25,13845,1
13,18,Bajema Kara ,OH,0,0,0,,USA,DIG,4,25,13845,1
0,2,Kästner Pia ,S,15,2,17,76.47,GER,DIG,0,0,13845,
1,12,Orthmann Hanna ,OH,11,6,17,29.41,GER,DIG,0,0,13845,
2,4,Pogany Anna ,L,10,1,11,81.82,GER,DIG,0,0,13845,
3,6,Janiska Jennifer (C),OH,7,1,9,66.67,GER,DIG,0,0,13845,
4,9,Alsmeier Lina ,OH,7,3,10,40.00,GER,DIG,0,0,13845,
5,10,Stigrot Lena ,OH,5,0,5,100.00,GER,DIG,0,0,13845,
6,13,Hippe Saskia ,O,4,0,4,100.00,GER,DIG,0,0,13845,
7,21,Weitzel Camilla ,MB,2,0,3,66.67,GER,DIG,0,0,13845,
8,23,Straube Sarah ,S,2,1,3,33.33,GER,DIG,0,0,13845,
9,24,Cekulaev Anastasia ,MB,2,1,3,33.33,GER,DIG,0,0,13845,
10,14,Schölzel Marie ,MB,1,1,2,0.00,GER,DIG,0,0,13845,
11,5,Glaab Corina ,S,0,0,0,,GER,DIG,0,0,13845,
12,7,Vanjak Ivana ,OH,0,2,2,-100.00,GER,DIG,0,0,13845,
13,22,Strubbe Monique ,MB,0,0,0,,GER,DIG,0,0,13845,
0,6,Janiska Jennifer (C),OH,4,0,4,100.00,GER,DIG,1,17,13845,0
1,2,Kästner Pia ,S,3,1,4,50.00,GER,DIG,1,17,13845,0
2,12,Orthmann Hanna ,OH,3,1,4,50.00,GER,DIG,1,17,13845,0
3,4,Pogany Anna ,L,2,0,2,100.00,GER,DIG,1,17,13845,0
4,14,Schölzel Marie ,MB,1,0,1,100.00,GER,DIG,1,17,13845,0
5,21,Weitzel Camilla ,MB,1,0,1,100.00,GER,DIG,1,17,13845,0
6,5,Glaab Corina ,S,0,0,0,,GER,DIG,1,17,13845,0
7,7,Vanjak Ivana ,OH,0,2,2,-100.00,GER,DIG,1,17,13845,0
8,9,Alsmeier Lina ,OH,0,0,0,,GER,DIG,1,17,13845,0
9,10,Stigrot Lena ,OH,0,0,0,,GER,DIG,1,17,13845,0
10,13,Hippe Saskia ,O,0,0,0,,GER,DIG,1,17,13845,0
11,22,Strubbe Monique ,MB,0,0,0,,GER,DIG,1,17,13845,0
12,23,Straube Sarah ,S,0,0,0,,GER,DIG,1,17,13845,0
13,24,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,1,17,13845,0
0,12,Orthmann Hanna ,OH,3,4,7,-14.29,GER,DIG,2,13,13845,0
1,6,Janiska Jennifer (C),OH,1,0,2,50.00,GER,DIG,2,13,13845,0
2,9,Alsmeier Lina ,OH,1,1,2,0.00,GER,DIG,2,13,13845,0
3,10,Stigrot Lena ,OH,1,0,1,100.00,GER,DIG,2,13,13845,0
4,23,Straube Sarah ,S,1,0,1,100.00,GER,DIG,2,13,13845,0
5,2,Kästner Pia ,S,0,0,0,,GER,DIG,2,13,13845,0
6,4,Pogany Anna ,L,0,1,1,-100.00,GER,DIG,2,13,13845,0
7,5,Glaab Corina ,S,0,0,0,,GER,DIG,2,13,13845,0
8,7,Vanjak Ivana ,OH,0,0,0,,GER,DIG,2,13,13845,0
9,13,Hippe Saskia ,O,0,0,0,,GER,DIG,2,13,13845,0
10,14,Schölzel Marie ,MB,0,1,1,-100.00,GER,DIG,2,13,13845,0
11,21,Weitzel Camilla ,MB,0,0,0,,GER,DIG,2,13,13845,0
12,22,Strubbe Monique ,MB,0,0,0,,GER,DIG,2,13,13845,0
13,24,Cekulaev Anastasia ,MB,0,0,0,,GER,DIG,2,13,13845,0
0,2,Kästner Pia ,S,7,0,7,100.00,GER,DIG,3,25,13845,1
1,9,Alsmeier Lina ,OH,4,2,6,33.33,GER,DIG,3,25,13845,1
2,10,Stigrot Lena ,OH,4,0,4,100.00,GER,DIG,3,25,13845,1
3,4,Pogany Anna ,L,3,0,3,100.00,GER,DIG,3,25,13845,1
4,12,Orthmann Hanna ,OH,1,1,2,0.00,GER,DIG,3,25,13845,1
5,24,Cekulaev Anastasia ,MB,1,0,1,100.00,GER,DIG,3,25,13845,1
6,5,Glaab Corina ,S,0,0,0,,GER,DIG,3,25,13845,1
7,6,Janiska Jennifer (C),OH,0,0,0,,GER,DIG,3,25,13845,1
8,7,Vanjak Ivana ,OH,0,0,0,,GER,DIG,3,25,13845,1
9,13,Hippe Saskia ,O,0,0,0,,GER,DIG,3,25,13845,1
10,14,Schölzel Marie ,MB,0,0,0,,GER,DIG,3,25,13845,1
11,21,Weitzel Camilla ,MB,0,0,1,0.00,GER,DIG,3,25,13845,1
12,22,Strubbe Monique ,MB,0,0,0,,GER,DIG,3,25,13845,1
13,23,Straube Sarah ,S,0,0,0,,GER,DIG,3,25,13845,1
0,2,Kästner Pia ,S,5,1,6,66.67,GER,DIG,4,22,13845,0
1,4,Pogany Anna ,L,5,0,5,100.00,GER,DIG,4,22,13845,0
2,12,Orthmann Hanna ,OH,4,0,4,100.00,GER,DIG,4,22,13845,0
3,13,Hippe Saskia ,O,4,0,4,100.00,GER,DIG,4,22,13845,0
4,6,Janiska Jennifer (C),OH,2,1,3,33.33,GER,DIG,4,22,13845,0
5,9,Alsmeier Lina ,OH,2,0,2,100.00,GER,DIG,4,22,13845,0
6,21,Weitzel Camilla ,MB,1,0,1,100.00,GER,DIG,4,22,13845,0
7,23,Straube Sarah ,S,1,1,2,0.00,GER,DIG,4,22,13845,0
8,24,Cekulaev Anastasia ,MB,1,1,2,0.00,GER,DIG,4,22,13845,0
9,5,Glaab Corina ,S,0,0,0,,GER,DIG,4,22,13845,0
10,7,Vanjak Ivana ,OH,0,0,0,,GER,DIG,4,22,13845,0
11,10,Stigrot Lena ,OH,0,0,0,,GER,DIG,4,22,13845,0
12,14,Schölzel Marie ,MB,0,0,0,,GER,DIG,4,22,13845,0
13,22,Strubbe Monique ,MB,0,0,0,,GER,DIG,4,22,13845,0
0,9,Schoot Myrthe ,L,22,2,25,80.00,NED,DIG,0,0,13846,
1,11,Buijs Anne (C),OH,18,4,23,60.87,NED,DIG,0,0,13846,
2,4,Plak Celeste ,O,13,1,14,85.71,NED,DIG,0,0,13846,
3,12,Bongaerts Britt ,S,11,4,15,46.67,NED,DIG,0,0,13846,
4,2,Savelkoel Fleur ,OH,8,3,11,45.45,NED,DIG,0,0,13846,
5,18,Jasper Marrit ,OH,4,0,4,100.00,NED,DIG,0,0,13846,
6,23,Timmerman Eline ,MB,3,2,5,20.00,NED,DIG,0,0,13846,
7,7,Lohuis Juliet ,MB,2,0,2,100.00,NED,DIG,0,0,13846,
8,26,Dambrink Elles ,O,1,0,1,100.00,NED,DIG,0,0,13846,
9,5,Knollema Jolien ,OH,0,0,0,,NED,DIG,0,0,13846,
10,8,Korevaar Demi ,MB,0,0,0,,NED,DIG,0,0,13846,
11,14,Dijkema Laura ,S,0,0,0,,NED,DIG,0,0,13846,
12,16,Baijens Indy ,MB,0,0,0,,NED,DIG,0,0,13846,
13,25,Reesink Florien ,L,0,0,0,,NED,DIG,0,0,13846,
0,9,Schoot Myrthe ,L,6,1,8,62.50,NED,DIG,1,22,13846,0
1,2,Savelkoel Fleur ,OH,4,1,5,60.00,NED,DIG,1,22,13846,0
2,11,Buijs Anne (C),OH,4,0,4,100.00,NED,DIG,1,22,13846,0
3,12,Bongaerts Britt ,S,2,1,3,33.33,NED,DIG,1,22,13846,0
4,7,Lohuis Juliet ,MB,1,0,1,100.00,NED,DIG,1,22,13846,0
5,26,Dambrink Elles ,O,1,0,1,100.00,NED,DIG,1,22,13846,0
6,4,Plak Celeste ,O,0,0,0,,NED,DIG,1,22,13846,0
7,5,Knollema Jolien ,OH,0,0,0,,NED,DIG,1,22,13846,0
8,8,Korevaar Demi ,MB,0,0,0,,NED,DIG,1,22,13846,0
9,14,Dijkema Laura ,S,0,0,0,,NED,DIG,1,22,13846,0
10,16,Baijens Indy ,MB,0,0,0,,NED,DIG,1,22,13846,0
11,18,Jasper Marrit ,OH,0,0,0,,NED,DIG,1,22,13846,0
12,23,Timmerman Eline ,MB,0,1,1,-100.00,NED,DIG,1,22,13846,0
13,25,Reesink Florien ,L,0,0,0,,NED,DIG,1,22,13846,0
0,4,Plak Celeste ,O,7,1,8,75.00,NED,DIG,2,27,13846,1
1,9,Schoot Myrthe ,L,5,0,5,100.00,NED,DIG,2,27,13846,1
2,11,Buijs Anne (C),OH,4,1,5,60.00,NED,DIG,2,27,13846,1
3,12,Bongaerts Britt ,S,4,3,7,14.29,NED,DIG,2,27,13846,1
4,2,Savelkoel Fleur ,OH,2,1,3,33.33,NED,DIG,2,27,13846,1
5,18,Jasper Marrit ,OH,1,0,1,100.00,NED,DIG,2,27,13846,1
6,23,Timmerman Eline ,MB,1,0,1,100.00,NED,DIG,2,27,13846,1
7,5,Knollema Jolien ,OH,0,0,0,,NED,DIG,2,27,13846,1
8,7,Lohuis Juliet ,MB,0,0,0,,NED,DIG,2,27,13846,1
9,8,Korevaar Demi ,MB,0,0,0,,NED,DIG,2,27,13846,1
10,14,Dijkema Laura ,S,0,0,0,,NED,DIG,2,27,13846,1
11,16,Baijens Indy ,MB,0,0,0,,NED,DIG,2,27,13846,1
12,25,Reesink Florien ,L,0,0,0,,NED,DIG,2,27,13846,1
13,26,Dambrink Elles ,O,0,0,0,,NED,DIG,2,27,13846,1
0,9,Schoot Myrthe ,L,7,0,7,100.00,NED,DIG,3,26,13846,1
1,11,Buijs Anne (C),OH,4,2,7,28.57,NED,DIG,3,26,13846,1
2,4,Plak Celeste ,O,3,0,3,100.00,NED,DIG,3,26,13846,1
3,18,Jasper Marrit ,OH,3,0,3,100.00,NED,DIG,3,26,13846,1
4,2,Savelkoel Fleur ,OH,1,0,1,100.00,NED,DIG,3,26,13846,1
5,7,Lohuis Juliet ,MB,1,0,1,100.00,NED,DIG,3,26,13846,1
6,12,Bongaerts Britt ,S,1,0,1,100.00,NED,DIG,3,26,13846,1
7,23,Timmerman Eline ,MB,1,1,2,0.00,NED,DIG,3,26,13846,1
8,5,Knollema Jolien ,OH,0,0,0,,NED,DIG,3,26,13846,1
9,8,Korevaar Demi ,MB,0,0,0,,NED,DIG,3,26,13846,1
10,14,Dijkema Laura ,S,0,0,0,,NED,DIG,3,26,13846,1
11,16,Baijens Indy ,MB,0,0,0,,NED,DIG,3,26,13846,1
12,25,Reesink Florien ,L,0,0,0,,NED,DIG,3,26,13846,1
13,26,Dambrink Elles ,O,0,0,0,,NED,DIG,3,26,13846,1
0,11,Buijs Anne (C),OH,6,1,7,71.43,NED,DIG,4,25,13846,1
1,9,Schoot Myrthe ,L,4,1,5,60.00,NED,DIG,4,25,13846,1
2,12,Bongaerts Britt ,S,4,0,4,100.00,NED,DIG,4,25,13846,1
3,4,Plak Celeste ,O,3,0,3,100.00,NED,DIG,4,25,13846,1
4,2,Savelkoel Fleur ,OH,1,1,2,0.00,NED,DIG,4,25,13846,1
5,23,Timmerman Eline ,MB,1,0,1,100.00,NED,DIG,4,25,13846,1
6,5,Knollema Jolien ,OH,0,0,0,,NED,DIG,4,25,13846,1
7,7,Lohuis Juliet ,MB,0,0,0,,NED,DIG,4,25,13846,1
8,8,Korevaar Demi ,MB,0,0,0,,NED,DIG,4,25,13846,1
9,14,Dijkema Laura ,S,0,0,0,,NED,DIG,4,25,13846,1
10,16,Baijens Indy ,MB,0,0,0,,NED,DIG,4,25,13846,1
11,18,Jasper Marrit ,OH,0,0,0,,NED,DIG,4,25,13846,1
12,25,Reesink Florien ,L,0,0,0,,NED,DIG,4,25,13846,1
13,26,Dambrink Elles ,O,0,0,0,,NED,DIG,4,25,13846,1
0,3,Van Ryk Kiera ,OH,21,2,23,82.61,CAN,DIG,0,0,13846,
1,13,King Brie ,S,15,3,18,66.67,CAN,DIG,0,0,13846,
2,20,Palermo Arielle ,L,14,3,17,64.71,CAN,DIG,0,0,13846,
3,9,Gray Alexa ,OH,12,2,14,71.43,CAN,DIG,0,0,13846,
4,14,Howe Hilary ,OH,6,0,6,100.00,CAN,DIG,0,0,13846,
5,19,Maglio Emily ,MB,5,1,6,66.67,CAN,DIG,0,0,13846,
6,12,Cross Jennifer (C),MB,4,0,4,100.00,CAN,DIG,0,0,13846,
7,11,Mitrovic Andrea ,OH,3,0,3,100.00,CAN,DIG,0,0,13846,
8,5,Murmann Julia ,L,0,0,0,,CAN,DIG,0,0,13846,
9,6,White Jazmine Ruth ,MB,0,0,0,,CAN,DIG,0,0,13846,
10,8,Ogoms Alicia ,MB,0,0,0,,CAN,DIG,0,0,13846,
11,10,Baker Courtney ,S,0,0,0,,CAN,DIG,0,0,13846,
12,16,Livingston Caroline ,OH,0,0,0,,CAN,DIG,0,0,13846,
13,25,Grills Sydney ,O,0,0,0,,CAN,DIG,0,0,13846,
0,3,Van Ryk Kiera ,OH,4,1,5,60.00,CAN,DIG,1,25,13846,1
1,13,King Brie ,S,3,0,3,100.00,CAN,DIG,1,25,13846,1
2,9,Gray Alexa ,OH,2,0,2,100.00,CAN,DIG,1,25,13846,1
3,14,Howe Hilary ,OH,2,0,2,100.00,CAN,DIG,1,25,13846,1
4,20,Palermo Arielle ,L,2,2,4,0.00,CAN,DIG,1,25,13846,1
5,12,Cross Jennifer (C),MB,1,0,1,100.00,CAN,DIG,1,25,13846,1
6,19,Maglio Emily ,MB,1,0,1,100.00,CAN,DIG,1,25,13846,1
7,5,Murmann Julia ,L,0,0,0,,CAN,DIG,1,25,13846,1
8,6,White Jazmine Ruth ,MB,0,0,0,,CAN,DIG,1,25,13846,1
9,8,Ogoms Alicia ,MB,0,0,0,,CAN,DIG,1,25,13846,1
10,10,Baker Courtney ,S,0,0,0,,CAN,DIG,1,25,13846,1
11,11,Mitrovic Andrea ,OH,0,0,0,,CAN,DIG,1,25,13846,1
12,16,Livingston Caroline ,OH,0,0,0,,CAN,DIG,1,25,13846,1
13,25,Grills Sydney ,O,0,0,0,,CAN,DIG,1,25,13846,1
0,3,Van Ryk Kiera ,OH,6,1,7,71.43,CAN,DIG,2,25,13846,0
1,9,Gray Alexa ,OH,5,0,5,100.00,CAN,DIG,2,25,13846,0
2,20,Palermo Arielle ,L,4,0,4,100.00,CAN,DIG,2,25,13846,0
3,13,King Brie ,S,3,1,4,50.00,CAN,DIG,2,25,13846,0
4,19,Maglio Emily ,MB,2,0,2,100.00,CAN,DIG,2,25,13846,0
5,12,Cross Jennifer (C),MB,1,0,1,100.00,CAN,DIG,2,25,13846,0
