,Player No,Player Name,Position,Digs,Errors,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
1,2,Lazovic Katarina (C),OH,14,0,15,93.33,SRB,DIG,0,0,11865,
2,3,Caric Sara ,O,13,2,17,64.71,SRB,DIG,0,0,11865,
3,22,Lozo Sara ,O,5,0,5,100.00,SRB,DIG,0,0,11865,
4,34,Mirosavljevic Jovana ,OH,5,2,7,42.86,SRB,DIG,0,0,11865,
5,7,Jaksic Ana ,S,3,0,4,75.00,SRB,DIG,0,0,11865,
6,21,Kocic Jovana ,MB,2,0,3,66.67,SRB,DIG,0,0,11865,
7,23,Djordjevic Mila ,S,1,0,1,100.00,SRB,DIG,0,0,11865,
8,24,Medic Sofija ,MB,1,0,1,100.00,SRB,DIG,0,0,11865,
9,6,Uzelac Aleksandra ,OH,0,0,0,,SRB,DIG,0,0,11865,
10,26,Savic Vanja ,O,0,0,0,,SRB,DIG,0,0,11865,
11,28,Delic Jelena ,MB,0,0,0,,SRB,DIG,0,0,11865,
12,32,Gocanin Bojana ,L,0,0,0,,SRB,DIG,0,0,11865,
13,33,Cvetkovic Jovana ,OH,0,0,0,,SRB,DIG,0,0,11865,
0,3,Caric Sara ,O,7,1,8,75.00,SRB,DIG,1,25,11865,1
1,22,Lozo Sara ,O,5,0,5,100.00,SRB,DIG,1,25,11865,1
2,31,Djurdjevic Sanja ,L,5,0,6,83.33,SRB,DIG,1,25,11865,1
3,2,Lazovic Katarina (C),OH,4,0,4,100.00,SRB,DIG,1,25,11865,1
4,7,Jaksic Ana ,S,1,0,1,100.00,SRB,DIG,1,25,11865,1
5,21,Kocic Jovana ,MB,1,0,2,50.00,SRB,DIG,1,25,11865,1
6,24,Medic Sofija ,MB,1,0,1,100.00,SRB,DIG,1,25,11865,1
7,6,Uzelac Aleksandra ,OH,0,0,0,,SRB,DIG,1,25,11865,1
8,23,Djordjevic Mila ,S,0,0,0,,SRB,DIG,1,25,11865,1
9,26,Savic Vanja ,O,0,0,0,,SRB,DIG,1,25,11865,1
10,28,Delic Jelena ,MB,0,0,0,,SRB,DIG,1,25,11865,1
11,32,Gocanin Bojana ,L,0,0,0,,SRB,DIG,1,25,11865,1
12,33,Cvetkovic Jovana ,OH,0,0,0,,SRB,DIG,1,25,11865,1
13,34,Mirosavljevic Jovana ,OH,0,0,0,,SRB,DIG,1,25,11865,1
0,31,Djurdjevic Sanja ,L,10,1,12,75.00,SRB,DIG,2,25,11865,1
1,2,Lazovic Katarina (C),OH,7,0,8,87.50,SRB,DIG,2,25,11865,1
2,3,Caric Sara ,O,2,0,2,100.00,SRB,DIG,2,25,11865,1
3,7,Jaksic Ana ,S,2,0,3,66.67,SRB,DIG,2,25,11865,1
4,34,Mirosavljevic Jovana ,OH,2,0,2,100.00,SRB,DIG,2,25,11865,1
5,21,Kocic Jovana ,MB,1,0,1,100.00,SRB,DIG,2,25,11865,1
6,6,Uzelac Aleksandra ,OH,0,0,0,,SRB,DIG,2,25,11865,1
7,22,Lozo Sara ,O,0,0,0,,SRB,DIG,2,25,11865,1
8,23,Djordjevic Mila ,S,0,0,0,,SRB,DIG,2,25,11865,1
9,24,Medic Sofija ,MB,0,0,0,,SRB,DIG,2,25,11865,1
10,26,Savic Vanja ,O,0,0,0,,SRB,DIG,2,25,11865,1
11,28,Delic Jelena ,MB,0,0,0,,SRB,DIG,2,25,11865,1
12,32,Gocanin Bojana ,L,0,0,0,,SRB,DIG,2,25,11865,1
13,33,Cvetkovic Jovana ,OH,0,0,0,,SRB,DIG,2,25,11865,1
0,3,Caric Sara ,O,4,1,7,42.86,SRB,DIG,3,25,11865,1
1,2,Lazovic Katarina (C),OH,3,0,3,100.00,SRB,DIG,3,25,11865,1
2,34,Mirosavljevic Jovana ,OH,3,2,5,20.00,SRB,DIG,3,25,11865,1
3,31,Djurdjevic Sanja ,L,2,0,3,66.67,SRB,DIG,3,25,11865,1
4,23,Djordjevic Mila ,S,1,0,1,100.00,SRB,DIG,3,25,11865,1
5,6,Uzelac Aleksandra ,OH,0,0,0,,SRB,DIG,3,25,11865,1
6,7,Jaksic Ana ,S,0,0,0,,SRB,DIG,3,25,11865,1
7,21,Kocic Jovana ,MB,0,0,0,,SRB,DIG,3,25,11865,1
8,22,Lozo Sara ,O,0,0,0,,SRB,DIG,3,25,11865,1
9,24,Medic Sofija ,MB,0,0,0,,SRB,DIG,3,25,11865,1
10,26,Savic Vanja ,O,0,0,0,,SRB,DIG,3,25,11865,1
11,28,Delic Jelena ,MB,0,0,0,,SRB,DIG,3,25,11865,1
12,32,Gocanin Bojana ,L,0,0,0,,SRB,DIG,3,25,11865,1
13,33,Cvetkovic Jovana ,OH,0,0,0,,SRB,DIG,3,25,11865,1
0,2,Pannoy Piyanut ,L,12,2,15,66.67,THA,DIG,0,0,11865,
1,6,Sittirak Onuma ,OH,10,3,15,46.67,THA,DIG,0,0,11865,
2,13,Tomkom Nootsara ,S,9,2,11,63.64,THA,DIG,0,0,11865,
3,10,Apinyapong Wilavan ,L,8,1,10,70.00,THA,DIG,0,0,11865,
4,9,Chuewulim Sutadta ,OH,5,1,6,66.67,THA,DIG,0,0,11865,
5,12,Chaisri Tapaphaipun ,L,5,0,5,100.00,THA,DIG,0,0,11865,
6,15,Kanthong Malika ,O,5,2,10,30.00,THA,DIG,0,0,11865,
7,5,Thinkaow Pleumjit (C),MB,4,1,5,60.00,THA,DIG,0,0,11865,
8,14,Juangjan Pattiya ,OH,1,1,2,0.00,THA,DIG,0,0,11865,
9,19,Krause Karina ,MB,1,0,1,100.00,THA,DIG,0,0,11865,
10,22,Nilapa Chatsuda ,OH,1,0,1,100.00,THA,DIG,0,0,11865,
11,24,Nuanjam Watchareeya ,MB,1,0,1,100.00,THA,DIG,0,0,11865,
12,3,ManaKij Sirima ,S,0,0,0,,THA,DIG,0,0,11865,
13,11,Hyapha Amporn ,MB,0,0,0,,THA,DIG,0,0,11865,
0,6,Sittirak Onuma ,OH,4,1,5,60.00,THA,DIG,1,19,11865,0
1,10,Apinyapong Wilavan ,L,4,0,4,100.00,THA,DIG,1,19,11865,0
2,15,Kanthong Malika ,O,3,2,6,16.67,THA,DIG,1,19,11865,0
3,2,Pannoy Piyanut ,L,2,1,3,33.33,THA,DIG,1,19,11865,0
4,5,Thinkaow Pleumjit (C),MB,2,0,2,100.00,THA,DIG,1,19,11865,0
5,9,Chuewulim Sutadta ,OH,2,0,2,100.00,THA,DIG,1,19,11865,0
6,12,Chaisri Tapaphaipun ,L,2,0,2,100.00,THA,DIG,1,19,11865,0
7,13,Tomkom Nootsara ,S,1,1,2,0.00,THA,DIG,1,19,11865,0
8,3,ManaKij Sirima ,S,0,0,0,,THA,DIG,1,19,11865,0
9,11,Hyapha Amporn ,MB,0,0,0,,THA,DIG,1,19,11865,0
10,14,Juangjan Pattiya ,OH,0,0,0,,THA,DIG,1,19,11865,0
11,19,Krause Karina ,MB,0,0,0,,THA,DIG,1,19,11865,0
12,22,Nilapa Chatsuda ,OH,0,0,0,,THA,DIG,1,19,11865,0
13,24,Nuanjam Watchareeya ,MB,0,0,0,,THA,DIG,1,19,11865,0
0,2,Pannoy Piyanut ,L,5,0,6,83.33,THA,DIG,2,23,11865,0
1,13,Tomkom Nootsara ,S,4,0,4,100.00,THA,DIG,2,23,11865,0
2,6,Sittirak Onuma ,OH,3,1,6,33.33,THA,DIG,2,23,11865,0
3,12,Chaisri Tapaphaipun ,L,3,0,3,100.00,THA,DIG,2,23,11865,0
4,15,Kanthong Malika ,O,2,0,4,50.00,THA,DIG,2,23,11865,0
5,5,Thinkaow Pleumjit (C),MB,1,0,1,100.00,THA,DIG,2,23,11865,0
6,10,Apinyapong Wilavan ,L,1,0,1,100.00,THA,DIG,2,23,11865,0
7,22,Nilapa Chatsuda ,OH,1,0,1,100.00,THA,DIG,2,23,11865,0
8,3,ManaKij Sirima ,S,0,0,0,,THA,DIG,2,23,11865,0
9,9,Chuewulim Sutadta ,OH,0,1,1,-100.00,THA,DIG,2,23,11865,0
10,11,Hyapha Amporn ,MB,0,0,0,,THA,DIG,2,23,11865,0
11,14,Juangjan Pattiya ,OH,0,0,0,,THA,DIG,2,23,11865,0
12,19,Krause Karina ,MB,0,0,0,,THA,DIG,2,23,11865,0
13,24,Nuanjam Watchareeya ,MB,0,0,0,,THA,DIG,2,23,11865,0
0,2,Pannoy Piyanut ,L,5,1,6,66.67,THA,DIG,3,23,11865,0
1,13,Tomkom Nootsara ,S,4,1,5,60.00,THA,DIG,3,23,11865,0
2,6,Sittirak Onuma ,OH,3,1,4,50.00,THA,DIG,3,23,11865,0
3,9,Chuewulim Sutadta ,OH,3,0,3,100.00,THA,DIG,3,23,11865,0
4,10,Apinyapong Wilavan ,L,3,1,5,40.00,THA,DIG,3,23,11865,0
5,5,Thinkaow Pleumjit (C),MB,1,1,2,0.00,THA,DIG,3,23,11865,0
6,14,Juangjan Pattiya ,OH,1,1,2,0.00,THA,DIG,3,23,11865,0
7,19,Krause Karina ,MB,1,0,1,100.00,THA,DIG,3,23,11865,0
8,24,Nuanjam Watchareeya ,MB,1,0,1,100.00,THA,DIG,3,23,11865,0
9,3,ManaKij Sirima ,S,0,0,0,,THA,DIG,3,23,11865,0
10,11,Hyapha Amporn ,MB,0,0,0,,THA,DIG,3,23,11865,0
11,12,Chaisri Tapaphaipun ,L,0,0,0,,THA,DIG,3,23,11865,0
12,15,Kanthong Malika ,O,0,0,0,,THA,DIG,3,23,11865,0
13,22,Nilapa Chatsuda ,OH,0,0,0,,THA,DIG,3,23,11865,0
0,18,Wang Mengjie ,L,15,4,19,57.89,CHN,DIG,0,0,11866,
1,11,Yao Di ,S,10,3,13,53.85,CHN,DIG,0,0,11866,
2,9,Zhang Changning (C),OH,8,2,12,50.00,CHN,DIG,0,0,11866,
3,22,Duan Fang ,OH,7,2,12,41.67,CHN,DIG,0,0,11866,
4,8,Li Yao ,OH,6,2,8,50.00,CHN,DIG,0,0,11866,
5,5,Gao Yi ,MB,3,1,4,50.00,CHN,DIG,0,0,11866,
6,10,Liu Xiaotong ,OH,2,7,9,-55.56,CHN,DIG,0,0,11866,
7,3,Diao Linyu ,S,1,1,2,0.00,CHN,DIG,0,0,11866,
8,7,Wang Yuanyuan ,MB,1,1,2,0.00,CHN,DIG,0,0,11866,
9,19,Liu Yanhan ,OH,1,0,1,100.00,CHN,DIG,0,0,11866,
10,4,Yang Hanyu ,MB,0,0,0,,CHN,DIG,0,0,11866,
11,14,Zheng Yixin ,O,0,0,0,,CHN,DIG,0,0,11866,
12,15,Lin Li ,L,0,0,0,,CHN,DIG,0,0,11866,
0,11,Yao Di ,S,4,0,4,100.00,CHN,DIG,1,22,11866,0
1,18,Wang Mengjie ,L,4,0,4,100.00,CHN,DIG,1,22,11866,0
2,7,Wang Yuanyuan ,MB,1,0,1,100.00,CHN,DIG,1,22,11866,0
3,8,Li Yao ,OH,1,1,2,0.00,CHN,DIG,1,22,11866,0
4,9,Zhang Changning (C),OH,1,1,3,0.00,CHN,DIG,1,22,11866,0
5,10,Liu Xiaotong ,OH,1,3,4,-50.00,CHN,DIG,1,22,11866,0
6,3,Diao Linyu ,S,0,1,1,-100.00,CHN,DIG,1,22,11866,0
7,4,Yang Hanyu ,MB,0,0,0,,CHN,DIG,1,22,11866,0
8,5,Gao Yi ,MB,0,0,0,,CHN,DIG,1,22,11866,0
9,14,Zheng Yixin ,O,0,0,0,,CHN,DIG,1,22,11866,0
10,15,Lin Li ,L,0,0,0,,CHN,DIG,1,22,11866,0
11,19,Liu Yanhan ,OH,0,0,0,,CHN,DIG,1,22,11866,0
12,22,Duan Fang ,OH,0,0,0,,CHN,DIG,1,22,11866,0
0,18,Wang Mengjie ,L,6,1,7,71.43,CHN,DIG,2,25,11866,1
1,9,Zhang Changning (C),OH,3,1,4,50.00,CHN,DIG,2,25,11866,1
2,8,Li Yao ,OH,2,0,2,100.00,CHN,DIG,2,25,11866,1
3,11,Yao Di ,S,2,0,2,100.00,CHN,DIG,2,25,11866,1
4,3,Diao Linyu ,S,0,0,0,,CHN,DIG,2,25,11866,1
5,4,Yang Hanyu ,MB,0,0,0,,CHN,DIG,2,25,11866,1
6,5,Gao Yi ,MB,0,0,0,,CHN,DIG,2,25,11866,1
7,7,Wang Yuanyuan ,MB,0,1,1,-100.00,CHN,DIG,2,25,11866,1
8,10,Liu Xiaotong ,OH,0,1,1,-100.00,CHN,DIG,2,25,11866,1
9,14,Zheng Yixin ,O,0,0,0,,CHN,DIG,2,25,11866,1
10,15,Lin Li ,L,0,0,0,,CHN,DIG,2,25,11866,1
11,19,Liu Yanhan ,OH,0,0,0,,CHN,DIG,2,25,11866,1
12,22,Duan Fang ,OH,0,0,0,,CHN,DIG,2,25,11866,1
0,18,Wang Mengjie ,L,3,1,4,50.00,CHN,DIG,3,17,11866,0
1,22,Duan Fang ,OH,2,0,4,50.00,CHN,DIG,3,17,11866,0
2,5,Gao Yi ,MB,1,1,2,0.00,CHN,DIG,3,17,11866,0
3,9,Zhang Changning (C),OH,1,0,1,100.00,CHN,DIG,3,17,11866,0
4,10,Liu Xiaotong ,OH,1,3,4,-50.00,CHN,DIG,3,17,11866,0
5,11,Yao Di ,S,1,0,1,100.00,CHN,DIG,3,17,11866,0
6,19,Liu Yanhan ,OH,1,0,1,100.00,CHN,DIG,3,17,11866,0
7,3,Diao Linyu ,S,0,0,0,,CHN,DIG,3,17,11866,0
8,4,Yang Hanyu ,MB,0,0,0,,CHN,DIG,3,17,11866,0
9,7,Wang Yuanyuan ,MB,0,0,0,,CHN,DIG,3,17,11866,0
10,8,Li Yao ,OH,0,0,0,,CHN,DIG,3,17,11866,0
11,14,Zheng Yixin ,O,0,0,0,,CHN,DIG,3,17,11866,0
12,15,Lin Li ,L,0,0,0,,CHN,DIG,3,17,11866,0
0,5,Gao Yi ,MB,1,0,1,100.00,CHN,DIG,4,25,11866,1
1,8,Li Yao ,OH,1,1,2,0.00,CHN,DIG,4,25,11866,1
2,9,Zhang Changning (C),OH,1,0,2,50.00,CHN,DIG,4,25,11866,1
3,11,Yao Di ,S,1,2,3,-33.33,CHN,DIG,4,25,11866,1
4,18,Wang Mengjie ,L,1,0,1,100.00,CHN,DIG,4,25,11866,1
5,22,Duan Fang ,OH,1,1,3,0.00,CHN,DIG,4,25,11866,1
6,3,Diao Linyu ,S,0,0,0,,CHN,DIG,4,25,11866,1
7,4,Yang Hanyu ,MB,0,0,0,,CHN,DIG,4,25,11866,1
8,7,Wang Yuanyuan ,MB,0,0,0,,CHN,DIG,4,25,11866,1
9,10,Liu Xiaotong ,OH,0,0,0,,CHN,DIG,4,25,11866,1
10,14,Zheng Yixin ,O,0,0,0,,CHN,DIG,4,25,11866,1
11,15,Lin Li ,L,0,0,0,,CHN,DIG,4,25,11866,1
12,19,Liu Yanhan ,OH,0,0,0,,CHN,DIG,4,25,11866,1
0,22,Duan Fang ,OH,4,1,5,60.00,CHN,DIG,5,12,11866,0
1,8,Li Yao ,OH,2,0,2,100.00,CHN,DIG,5,12,11866,0
2,9,Zhang Changning (C),OH,2,0,2,100.00,CHN,DIG,5,12,11866,0
3,11,Yao Di ,S,2,1,3,33.33,CHN,DIG,5,12,11866,0
4,3,Diao Linyu ,S,1,0,1,100.00,CHN,DIG,5,12,11866,0
5,5,Gao Yi ,MB,1,0,1,100.00,CHN,DIG,5,12,11866,0
6,18,Wang Mengjie ,L,1,2,3,-33.33,CHN,DIG,5,12,11866,0
7,4,Yang Hanyu ,MB,0,0,0,,CHN,DIG,5,12,11866,0
8,7,Wang Yuanyuan ,MB,0,0,0,,CHN,DIG,5,12,11866,0
9,10,Liu Xiaotong ,OH,0,0,0,,CHN,DIG,5,12,11866,0
10,14,Zheng Yixin ,O,0,0,0,,CHN,DIG,5,12,11866,0
11,15,Lin Li ,L,0,0,0,,CHN,DIG,5,12,11866,0
12,19,Liu Yanhan ,OH,0,0,0,,CHN,DIG,5,12,11866,0
0,1,Bujan Cassandra ,L,12,10,25,8.00,CAN,DIG,0,0,11866,
1,13,King Brie ,S,10,6,16,25.00,CAN,DIG,0,0,11866,
2,3,Van Ryk Kiera ,OH,7,0,7,100.00,CAN,DIG,0,0,11866,
3,14,Howe Hilary ,OH,6,3,11,27.27,CAN,DIG,0,0,11866,
4,11,Mitrovic Andrea ,OH,4,3,9,11.11,CAN,DIG,0,0,11866,
5,19,Maglio Emily ,MB,1,1,2,0.00,CAN,DIG,0,0,11866,
6,5,Smith Danielle ,S,0,0,0,,CAN,DIG,0,0,11866,
7,7,Van Buskirk Layne ,MB,0,0,0,,CAN,DIG,0,0,11866,
8,8,Ogoms Alicia ,MB,0,0,0,,CAN,DIG,0,0,11866,
9,9,Gray Alexa ,OH,0,1,1,-100.00,CAN,DIG,0,0,11866,
10,12,Cross Jennifer (C),MB,0,0,0,,CAN,DIG,0,0,11866,
11,15,Joseph Shainah ,O,0,0,0,,CAN,DIG,0,0,11866,
12,16,Livingston Caroline ,OH,0,0,0,,CAN,DIG,0,0,11866,
13,22,Snape Kennedy Brooklyn ,L,0,0,0,,CAN,DIG,0,0,11866,
0,3,Van Ryk Kiera ,OH,2,0,2,100.00,CAN,DIG,1,25,11866,1
1,14,Howe Hilary ,OH,2,2,5,0.00,CAN,DIG,1,25,11866,1
2,13,King Brie ,S,1,1,2,0.00,CAN,DIG,1,25,11866,1
3,1,Bujan Cassandra ,L,0,3,3,-100.00,CAN,DIG,1,25,11866,1
4,5,Smith Danielle ,S,0,0,0,,CAN,DIG,1,25,11866,1
5,7,Van Buskirk Layne ,MB,0,0,0,,CAN,DIG,1,25,11866,1
6,8,Ogoms Alicia ,MB,0,0,0,,CAN,DIG,1,25,11866,1
7,9,Gray Alexa ,OH,0,1,1,-100.00,CAN,DIG,1,25,11866,1
8,11,Mitrovic Andrea ,OH,0,0,0,,CAN,DIG,1,25,11866,1
9,12,Cross Jennifer (C),MB,0,0,0,,CAN,DIG,1,25,11866,1
10,15,Joseph Shainah ,O,0,0,0,,CAN,DIG,1,25,11866,1
11,16,Livingston Caroline ,OH,0,0,0,,CAN,DIG,1,25,11866,1
12,19,Maglio Emily ,MB,0,0,0,,CAN,DIG,1,25,11866,1
13,22,Snape Kennedy Brooklyn ,L,0,0,0,,CAN,DIG,1,25,11866,1
0,1,Bujan Cassandra ,L,3,3,6,0.00,CAN,DIG,2,21,11866,0
1,13,King Brie ,S,3,2,5,20.00,CAN,DIG,2,21,11866,0
2,3,Van Ryk Kiera ,OH,1,0,1,100.00,CAN,DIG,2,21,11866,0
3,11,Mitrovic Andrea ,OH,1,1,2,0.00,CAN,DIG,2,21,11866,0
4,14,Howe Hilary ,OH,1,0,1,100.00,CAN,DIG,2,21,11866,0
5,5,Smith Danielle ,S,0,0,0,,CAN,DIG,2,21,11866,0
6,7,Van Buskirk Layne ,MB,0,0,0,,CAN,DIG,2,21,11866,0
7,8,Ogoms Alicia ,MB,0,0,0,,CAN,DIG,2,21,11866,0
8,9,Gray Alexa ,OH,0,0,0,,CAN,DIG,2,21,11866,0
9,12,Cross Jennifer (C),MB,0,0,0,,CAN,DIG,2,21,11866,0
10,15,Joseph Shainah ,O,0,0,0,,CAN,DIG,2,21,11866,0
11,16,Livingston Caroline ,OH,0,0,0,,CAN,DIG,2,21,11866,0
12,19,Maglio Emily ,MB,0,0,0,,CAN,DIG,2,21,11866,0
13,22,Snape Kennedy Brooklyn ,L,0,0,0,,CAN,DIG,2,21,11866,0
0,1,Bujan Cassandra ,L,4,1,7,42.86,CAN,DIG,3,25,11866,1
1,13,King Brie ,S,4,0,4,100.00,CAN,DIG,3,25,11866,1
2,3,Van Ryk Kiera ,OH,2,0,2,100.00,CAN,DIG,3,25,11866,1
3,14,Howe Hilary ,OH,2,0,2,100.00,CAN,DIG,3,25,11866,1
4,11,Mitrovic Andrea ,OH,1,0,1,100.00,CAN,DIG,3,25,11866,1
5,19,Maglio Emily ,MB,1,0,1,100.00,CAN,DIG,3,25,11866,1
6,5,Smith Danielle ,S,0,0,0,,CAN,DIG,3,25,11866,1
7,7,Van Buskirk Layne ,MB,0,0,0,,CAN,DIG,3,25,11866,1
8,8,Ogoms Alicia ,MB,0,0,0,,CAN,DIG,3,25,11866,1
9,9,Gray Alexa ,OH,0,0,0,,CAN,DIG,3,25,11866,1
10,12,Cross Jennifer (C),MB,0,0,0,,CAN,DIG,3,25,11866,1
11,15,Joseph Shainah ,O,0,0,0,,CAN,DIG,3,25,11866,1
12,16,Livingston Caroline ,OH,0,0,0,,CAN,DIG,3,25,11866,1
13,22,Snape Kennedy Brooklyn ,L,0,0,0,,CAN,DIG,3,25,11866,1
0,1,Bujan Cassandra ,L,2,1,4,25.00,CAN,DIG,4,15,11866,0
1,3,Van Ryk Kiera ,OH,1,0,1,100.00,CAN,DIG,4,15,11866,0
2,13,King Brie ,S,1,2,3,-33.33,CAN,DIG,4,15,11866,0
3,5,Smith Danielle ,S,0,0,0,,CAN,DIG,4,15,11866,0
4,7,Van Buskirk Layne ,MB,0,0,0,,CAN,DIG,4,15,11866,0
5,8,Ogoms Alicia ,MB,0,0,0,,CAN,DIG,4,15,11866,0
6,9,Gray Alexa ,OH,0,0,0,,CAN,DIG,4,15,11866,0
7,11,Mitrovic Andrea ,OH,0,2,3,-66.67,CAN,DIG,4,15,11866,0
8,12,Cross Jennifer (C),MB,0,0,0,,CAN,DIG,4,15,11866,0
9,14,Howe Hilary ,OH,0,1,1,-100.00,CAN,DIG,4,15,11866,0
10,15,Joseph Shainah ,O,0,0,0,,CAN,DIG,4,15,11866,0
11,16,Livingston Caroline ,OH,0,0,0,,CAN,DIG,4,15,11866,0
12,19,Maglio Emily ,MB,0,0,0,,CAN,DIG,4,15,11866,0
13,22,Snape Kennedy Brooklyn ,L,0,0,0,,CAN,DIG,4,15,11866,0
0,1,Bujan Cassandra ,L,3,2,5,20.00,CAN,DIG,5,15,11866,1
1,11,Mitrovic Andrea ,OH,2,0,3,66.67,CAN,DIG,5,15,11866,1
2,3,Van Ryk Kiera ,OH,1,0,1,100.00,CAN,DIG,5,15,11866,1
3,13,King Brie ,S,1,1,2,0.00,CAN,DIG,5,15,11866,1
4,14,Howe Hilary ,OH,1,0,2,50.00,CAN,DIG,5,15,11866,1
5,5,Smith Danielle ,S,0,0,0,,CAN,DIG,5,15,11866,1
6,7,Van Buskirk Layne ,MB,0,0,0,,CAN,DIG,5,15,11866,1
7,8,Ogoms Alicia ,MB,0,0,0,,CAN,DIG,5,15,11866,1
8,9,Gray Alexa ,OH,0,0,0,,CAN,DIG,5,15,11866,1
9,12,Cross Jennifer (C),MB,0,0,0,,CAN,DIG,5,15,11866,1
10,15,Joseph Shainah ,O,0,0,0,,CAN,DIG,5,15,11866,1
11,16,Livingston Caroline ,OH,0,0,0,,CAN,DIG,5,15,11866,1
12,19,Maglio Emily ,MB,0,1,1,-100.00,CAN,DIG,5,15,11866,1
13,22,Snape Kennedy Brooklyn ,L,0,0,0,,CAN,DIG,5,15,11866,1
0,23,Robinson Kelsey ,OH,15,0,16,93.75,USA,DIG,0,0,11867,
1,4,Wong-Orantes Justine ,L,14,3,21,52.38,USA,DIG,0,0,11867,
2,10,Larson Jordan (C),OH,14,2,16,75.00,USA,DIG,0,0,11867,
3,11,Drews Andrea ,O,12,1,13,84.62,USA,DIG,0,0,11867,
4,1,Hancock Micha ,S,11,3,15,53.33,USA,DIG,0,0,11867,
5,6,Dixon Tetori ,MB,3,1,4,50.00,USA,DIG,0,0,11867,
6,16,Akinradewo Foluke ,MB,2,1,3,33.33,USA,DIG,0,0,11867,
7,7,Carlini Lauren ,S,0,0,0,,USA,DIG,0,0,11867,
8,8,Tapp Hannah ,MB,0,0,0,,USA,DIG,0,0,11867,
9,12,Thompson Jordan ,O,0,0,0,,USA,DIG,0,0,11867,
10,14,Bartsch-Hackley Michelle ,OH,0,0,0,,USA,DIG,0,0,11867,
11,15,Hill Kimberly ,OH,0,0,0,,USA,DIG,0,0,11867,
12,17,Courtney Megan ,OH,0,0,0,,USA,DIG,0,0,11867,
13,22,Washington Haleigh ,MB,0,0,0,,USA,DIG,0,0,11867,
0,23,Robinson Kelsey ,OH,6,0,6,100.00,USA,DIG,1,25,11867,1
1,10,Larson Jordan (C),OH,4,0,4,100.00,USA,DIG,1,25,11867,1
2,11,Drews Andrea ,O,3,0,3,100.00,USA,DIG,1,25,11867,1
3,1,Hancock Micha ,S,2,2,5,0.00,USA,DIG,1,25,11867,1
4,4,Wong-Orantes Justine ,L,2,2,5,0.00,USA,DIG,1,25,11867,1
5,16,Akinradewo Foluke ,MB,1,0,1,100.00,USA,DIG,1,25,11867,1
6,6,Dixon Tetori ,MB,0,0,0,,USA,DIG,1,25,11867,1
7,7,Carlini Lauren ,S,0,0,0,,USA,DIG,1,25,11867,1
8,8,Tapp Hannah ,MB,0,0,0,,USA,DIG,1,25,11867,1
9,12,Thompson Jordan ,O,0,0,0,,USA,DIG,1,25,11867,1
10,14,Bartsch-Hackley Michelle ,OH,0,0,0,,USA,DIG,1,25,11867,1
11,15,Hill Kimberly ,OH,0,0,0,,USA,DIG,1,25,11867,1
12,17,Courtney Megan ,OH,0,0,0,,USA,DIG,1,25,11867,1
13,22,Washington Haleigh ,MB,0,0,0,,USA,DIG,1,25,11867,1
0,10,Larson Jordan (C),OH,5,1,6,66.67,USA,DIG,2,25,11867,1
1,23,Robinson Kelsey ,OH,5,0,5,100.00,USA,DIG,2,25,11867,1
2,1,Hancock Micha ,S,4,1,5,60.00,USA,DIG,2,25,11867,1
3,4,Wong-Orantes Justine ,L,4,1,8,37.50,USA,DIG,2,25,11867,1
4,11,Drews Andrea ,O,4,0,4,100.00,USA,DIG,2,25,11867,1
5,6,Dixon Tetori ,MB,2,1,3,33.33,USA,DIG,2,25,11867,1
6,7,Carlini Lauren ,S,0,0,0,,USA,DIG,2,25,11867,1
7,8,Tapp Hannah ,MB,0,0,0,,USA,DIG,2,25,11867,1
8,12,Thompson Jordan ,O,0,0,0,,USA,DIG,2,25,11867,1
9,14,Bartsch-Hackley Michelle ,OH,0,0,0,,USA,DIG,2,25,11867,1
10,15,Hill Kimberly ,OH,0,0,0,,USA,DIG,2,25,11867,1
11,16,Akinradewo Foluke ,MB,0,1,1,-100.00,USA,DIG,2,25,11867,1
12,17,Courtney Megan ,OH,0,0,0,,USA,DIG,2,25,11867,1
13,22,Washington Haleigh ,MB,0,0,0,,USA,DIG,2,25,11867,1
0,4,Wong-Orantes Justine ,L,8,0,8,100.00,USA,DIG,3,25,11867,1
1,1,Hancock Micha ,S,5,0,5,100.00,USA,DIG,3,25,11867,1
2,10,Larson Jordan (C),OH,5,1,6,66.67,USA,DIG,3,25,11867,1
3,11,Drews Andrea ,O,5,1,6,66.67,USA,DIG,3,25,11867,1
4,23,Robinson Kelsey ,OH,4,0,5,80.00,USA,DIG,3,25,11867,1
5,6,Dixon Tetori ,MB,1,0,1,100.00,USA,DIG,3,25,11867,1
6,16,Akinradewo Foluke ,MB,1,0,1,100.00,USA,DIG,3,25,11867,1
7,7,Carlini Lauren ,S,0,0,0,,USA,DIG,3,25,11867,1
8,8,Tapp Hannah ,MB,0,0,0,,USA,DIG,3,25,11867,1
9,12,Thompson Jordan ,O,0,0,0,,USA,DIG,3,25,11867,1
10,14,Bartsch-Hackley Michelle ,OH,0,0,0,,USA,DIG,3,25,11867,1
11,15,Hill Kimberly ,OH,0,0,0,,USA,DIG,3,25,11867,1
12,17,Courtney Megan ,OH,0,0,0,,USA,DIG,3,25,11867,1
13,22,Washington Haleigh ,MB,0,0,0,,USA,DIG,3,25,11867,1
0,9,Schoot Myrthe ,L,13,6,19,36.84,NED,DIG,0,0,11867,
