Unnamed: 0,Player No,Player Name,Position,Point,Errors,Touches,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
13,25,Martinez Caro Larysmer ,OH,0,0,0,0,,DOM,BLOCK,5,12,13795,0.0
0,7,Lohuis Juliet ,MB,3,5,3,11,-18.18,NED,BLOCK,0,0,13796,
1,5,Knollema Jolien ,OH,2,0,0,2,100.0,NED,BLOCK,0,0,13796,
2,23,Timmerman Eline ,MB,1,3,1,5,-40.0,NED,BLOCK,0,0,13796,
3,26,Dambrink Elles ,O,1,3,0,4,-50.0,NED,BLOCK,0,0,13796,
4,2,Savelkoel Fleur ,OH,0,1,0,1,-100.0,NED,BLOCK,0,0,13796,
5,4,Plak Celeste ,O,0,0,0,0,,NED,BLOCK,0,0,13796,
6,9,Schoot Myrthe ,L,0,0,0,0,,NED,BLOCK,0,0,13796,
7,11,Buijs Anne (C),OH,0,1,1,2,-50.0,NED,BLOCK,0,0,13796,
8,12,Bongaerts Britt ,S,0,1,1,2,-50.0,NED,BLOCK,0,0,13796,
9,14,Dijkema Laura ,S,0,0,0,0,,NED,BLOCK,0,0,13796,
10,16,Baijens Indy ,MB,0,0,0,0,,NED,BLOCK,0,0,13796,
11,18,Jasper Marrit ,OH,0,0,0,0,,NED,BLOCK,0,0,13796,
12,19,Daalderop Nika ,OH,0,0,0,0,,NED,BLOCK,0,0,13796,
13,25,Reesink Florien ,L,0,0,0,0,,NED,BLOCK,0,0,13796,
0,7,Lohuis Juliet ,MB,2,1,2,5,20.0,NED,BLOCK,1,16,13796,0.0
1,23,Timmerman Eline ,MB,1,1,0,2,0.0,NED,BLOCK,1,16,13796,0.0
2,2,Savelkoel Fleur ,OH,0,1,0,1,-100.0,NED,BLOCK,1,16,13796,0.0
3,4,Plak Celeste ,O,0,0,0,0,,NED,BLOCK,1,16,13796,0.0
4,5,Knollema Jolien ,OH,0,0,0,0,,NED,BLOCK,1,16,13796,0.0
5,9,Schoot Myrthe ,L,0,0,0,0,,NED,BLOCK,1,16,13796,0.0
6,11,Buijs Anne (C),OH,0,1,1,2,-50.0,NED,BLOCK,1,16,13796,0.0
7,12,Bongaerts Britt ,S,0,0,0,0,,NED,BLOCK,1,16,13796,0.0
8,14,Dijkema Laura ,S,0,0,0,0,,NED,BLOCK,1,16,13796,0.0
9,16,Baijens Indy ,MB,0,0,0,0,,NED,BLOCK,1,16,13796,0.0
10,18,Jasper Marrit ,OH,0,0,0,0,,NED,BLOCK,1,16,13796,0.0
11,19,Daalderop Nika ,OH,0,0,0,0,,NED,BLOCK,1,16,13796,0.0
12,25,Reesink Florien ,L,0,0,0,0,,NED,BLOCK,1,16,13796,0.0
13,26,Dambrink Elles ,O,0,1,0,1,-100.0,NED,BLOCK,1,16,13796,0.0
0,5,Knollema Jolien ,OH,2,0,0,2,100.0,NED,BLOCK,2,15,13796,0.0
1,2,Savelkoel Fleur ,OH,0,0,0,0,,NED,BLOCK,2,15,13796,0.0
2,4,Plak Celeste ,O,0,0,0,0,,NED,BLOCK,2,15,13796,0.0
3,7,Lohuis Juliet ,MB,0,1,1,2,-50.0,NED,BLOCK,2,15,13796,0.0
4,9,Schoot Myrthe ,L,0,0,0,0,,NED,BLOCK,2,15,13796,0.0
5,11,Buijs Anne (C),OH,0,0,0,0,,NED,BLOCK,2,15,13796,0.0
6,12,Bongaerts Britt ,S,0,0,0,0,,NED,BLOCK,2,15,13796,0.0
7,14,Dijkema Laura ,S,0,0,0,0,,NED,BLOCK,2,15,13796,0.0
8,16,Baijens Indy ,MB,0,0,0,0,,NED,BLOCK,2,15,13796,0.0
9,18,Jasper Marrit ,OH,0,0,0,0,,NED,BLOCK,2,15,13796,0.0
10,19,Daalderop Nika ,OH,0,0,0,0,,NED,BLOCK,2,15,13796,0.0
11,23,Timmerman Eline ,MB,0,2,0,2,-100.0,NED,BLOCK,2,15,13796,0.0
12,25,Reesink Florien ,L,0,0,0,0,,NED,BLOCK,2,15,13796,0.0
13,26,Dambrink Elles ,O,0,0,0,0,,NED,BLOCK,2,15,13796,0.0
0,7,Lohuis Juliet ,MB,1,3,0,4,-50.0,NED,BLOCK,3,23,13796,0.0
1,26,Dambrink Elles ,O,1,2,0,3,-33.33,NED,BLOCK,3,23,13796,0.0
2,2,Savelkoel Fleur ,OH,0,0,0,0,,NED,BLOCK,3,23,13796,0.0
3,4,Plak Celeste ,O,0,0,0,0,,NED,BLOCK,3,23,13796,0.0
4,5,Knollema Jolien ,OH,0,0,0,0,,NED,BLOCK,3,23,13796,0.0
5,9,Schoot Myrthe ,L,0,0,0,0,,NED,BLOCK,3,23,13796,0.0
6,11,Buijs Anne (C),OH,0,0,0,0,,NED,BLOCK,3,23,13796,0.0
7,12,Bongaerts Britt ,S,0,1,1,2,-50.0,NED,BLOCK,3,23,13796,0.0
8,14,Dijkema Laura ,S,0,0,0,0,,NED,BLOCK,3,23,13796,0.0
9,16,Baijens Indy ,MB,0,0,0,0,,NED,BLOCK,3,23,13796,0.0
10,18,Jasper Marrit ,OH,0,0,0,0,,NED,BLOCK,3,23,13796,0.0
11,19,Daalderop Nika ,OH,0,0,0,0,,NED,BLOCK,3,23,13796,0.0
12,23,Timmerman Eline ,MB,0,0,1,1,0.0,NED,BLOCK,3,23,13796,0.0
13,25,Reesink Florien ,L,0,0,0,0,,NED,BLOCK,3,23,13796,0.0
0,16,Nascimento Kisy ,O,4,1,0,5,60.0,BRA,BLOCK,0,0,13796,
1,2,Duarte Alecrim Diana ,MB,3,1,5,9,22.22,BRA,BLOCK,0,0,13796,
2,4,Da Silva Ana Carolina ,MB,2,1,6,9,11.11,BRA,BLOCK,0,0,13796,
3,5,Zalewski Daroit Priscila ,OH,1,0,1,2,50.0,BRA,BLOCK,0,0,13796,
4,3,Gambatto Kudiess Julia ,MB,0,1,2,3,-33.33,BRA,BLOCK,0,0,13796,
5,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,BLOCK,0,0,13796,
6,7,Montibeller Rosamaria ,OH,0,0,0,0,,BRA,BLOCK,0,0,13796,
7,8,Silva Carneiro Macris Fernanda ,S,0,2,1,3,-66.67,BRA,BLOCK,0,0,13796,
8,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,BLOCK,0,0,13796,
9,10,Braga Guimaraes Gabriela (C),OH,0,1,1,2,-50.0,BRA,BLOCK,0,0,13796,
10,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,BLOCK,0,0,13796,
11,14,Araujo Natália ,L,0,0,0,0,,BRA,BLOCK,0,0,13796,
12,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,BLOCK,0,0,13796,
13,17,Bergmann Julia Isabelle ,OH,0,0,0,0,,BRA,BLOCK,0,0,13796,
0,2,Duarte Alecrim Diana ,MB,2,1,3,6,16.67,BRA,BLOCK,1,25,13796,1.0
1,5,Zalewski Daroit Priscila ,OH,1,0,0,1,100.0,BRA,BLOCK,1,25,13796,1.0
2,16,Nascimento Kisy ,O,1,0,0,1,100.0,BRA,BLOCK,1,25,13796,1.0
3,3,Gambatto Kudiess Julia ,MB,0,0,0,0,,BRA,BLOCK,1,25,13796,1.0
4,4,Da Silva Ana Carolina ,MB,0,1,1,2,-50.0,BRA,BLOCK,1,25,13796,1.0
5,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,BLOCK,1,25,13796,1.0
6,7,Montibeller Rosamaria ,OH,0,0,0,0,,BRA,BLOCK,1,25,13796,1.0
7,8,Silva Carneiro Macris Fernanda ,S,0,0,0,0,,BRA,BLOCK,1,25,13796,1.0
8,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,BLOCK,1,25,13796,1.0
9,10,Braga Guimaraes Gabriela (C),OH,0,0,1,1,0.0,BRA,BLOCK,1,25,13796,1.0
10,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,BLOCK,1,25,13796,1.0
11,14,Araujo Natália ,L,0,0,0,0,,BRA,BLOCK,1,25,13796,1.0
12,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,BLOCK,1,25,13796,1.0
13,17,Bergmann Julia Isabelle ,OH,0,0,0,0,,BRA,BLOCK,1,25,13796,1.0
0,2,Duarte Alecrim Diana ,MB,1,0,1,2,50.0,BRA,BLOCK,2,25,13796,1.0
1,4,Da Silva Ana Carolina ,MB,1,0,0,1,100.0,BRA,BLOCK,2,25,13796,1.0
2,16,Nascimento Kisy ,O,1,0,0,1,100.0,BRA,BLOCK,2,25,13796,1.0
3,3,Gambatto Kudiess Julia ,MB,0,1,2,3,-33.33,BRA,BLOCK,2,25,13796,1.0
4,5,Zalewski Daroit Priscila ,OH,0,0,1,1,0.0,BRA,BLOCK,2,25,13796,1.0
5,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,BLOCK,2,25,13796,1.0
6,7,Montibeller Rosamaria ,OH,0,0,0,0,,BRA,BLOCK,2,25,13796,1.0
7,8,Silva Carneiro Macris Fernanda ,S,0,1,0,1,-100.0,BRA,BLOCK,2,25,13796,1.0
8,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,BLOCK,2,25,13796,1.0
9,10,Braga Guimaraes Gabriela (C),OH,0,0,0,0,,BRA,BLOCK,2,25,13796,1.0
10,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,BLOCK,2,25,13796,1.0
11,14,Araujo Natália ,L,0,0,0,0,,BRA,BLOCK,2,25,13796,1.0
12,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,BLOCK,2,25,13796,1.0
13,17,Bergmann Julia Isabelle ,OH,0,0,0,0,,BRA,BLOCK,2,25,13796,1.0
0,16,Nascimento Kisy ,O,2,1,0,3,33.33,BRA,BLOCK,3,25,13796,1.0
1,4,Da Silva Ana Carolina ,MB,1,0,5,6,16.67,BRA,BLOCK,3,25,13796,1.0
2,2,Duarte Alecrim Diana ,MB,0,0,1,1,0.0,BRA,BLOCK,3,25,13796,1.0
3,3,Gambatto Kudiess Julia ,MB,0,0,0,0,,BRA,BLOCK,3,25,13796,1.0
4,5,Zalewski Daroit Priscila ,OH,0,0,0,0,,BRA,BLOCK,3,25,13796,1.0
5,6,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,BLOCK,3,25,13796,1.0
6,7,Montibeller Rosamaria ,OH,0,0,0,0,,BRA,BLOCK,3,25,13796,1.0
7,8,Silva Carneiro Macris Fernanda ,S,0,1,1,2,-50.0,BRA,BLOCK,3,25,13796,1.0
8,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,BLOCK,3,25,13796,1.0
9,10,Braga Guimaraes Gabriela (C),OH,0,1,0,1,-100.0,BRA,BLOCK,3,25,13796,1.0
10,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,BLOCK,3,25,13796,1.0
11,14,Araujo Natália ,L,0,0,0,0,,BRA,BLOCK,3,25,13796,1.0
12,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,BLOCK,3,25,13796,1.0
13,17,Bergmann Julia Isabelle ,OH,0,0,0,0,,BRA,BLOCK,3,25,13796,1.0
0,14,Wolosz Joanna (C),S,4,0,6,10,40.0,POL,BLOCK,0,0,13797,
1,22,Szlagowska Weronika ,OH,3,0,0,3,100.0,POL,BLOCK,0,0,13797,
2,3,Alagierska-Szczepaniak Klaudia ,MB,2,4,5,11,-18.18,POL,BLOCK,0,0,13797,
3,6,Witkowska Kamila ,MB,2,3,3,8,-12.5,POL,BLOCK,0,0,13797,
4,30,Rozanski Olivia ,OH,2,4,2,8,-25.0,POL,BLOCK,0,0,13797,
5,1,Stenzel Maria ,L,0,0,0,0,,POL,BLOCK,0,0,13797,
6,8,Gorecka Zuzanna ,OH,0,0,1,1,0.0,POL,BLOCK,0,0,13797,
7,10,Fedusio Monika ,OH,0,0,0,0,,POL,BLOCK,0,0,13797,
8,11,Lukasik Martyna ,OH,0,1,2,3,-33.33,POL,BLOCK,0,0,13797,
9,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,BLOCK,0,0,13797,
10,15,Czyrnianska Martyna ,OH,0,3,4,7,-42.86,POL,BLOCK,0,0,13797,
11,18,Gryka Aleksandra ,MB,0,0,0,0,,POL,BLOCK,0,0,13797,
12,26,Wenerska Katarzyna ,S,0,0,0,0,,POL,BLOCK,0,0,13797,
13,95,Jurczyk Magdalena ,MB,0,0,0,0,,POL,BLOCK,0,0,13797,
0,30,Rozanski Olivia ,OH,2,2,1,5,0.0,POL,BLOCK,1,22,13797,0.0
1,6,Witkowska Kamila ,MB,1,0,0,1,100.0,POL,BLOCK,1,22,13797,0.0
2,22,Szlagowska Weronika ,OH,1,0,0,1,100.0,POL,BLOCK,1,22,13797,0.0
3,1,Stenzel Maria ,L,0,0,0,0,,POL,BLOCK,1,22,13797,0.0
4,3,Alagierska-Szczepaniak Klaudia ,MB,0,1,0,1,-100.0,POL,BLOCK,1,22,13797,0.0
5,8,Gorecka Zuzanna ,OH,0,0,1,1,0.0,POL,BLOCK,1,22,13797,0.0
6,10,Fedusio Monika ,OH,0,0,0,0,,POL,BLOCK,1,22,13797,0.0
7,11,Lukasik Martyna ,OH,0,0,0,0,,POL,BLOCK,1,22,13797,0.0
8,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,BLOCK,1,22,13797,0.0
9,14,Wolosz Joanna (C),S,0,0,1,1,0.0,POL,BLOCK,1,22,13797,0.0
10,15,Czyrnianska Martyna ,OH,0,1,1,2,-50.0,POL,BLOCK,1,22,13797,0.0
11,18,Gryka Aleksandra ,MB,0,0,0,0,,POL,BLOCK,1,22,13797,0.0
12,26,Wenerska Katarzyna ,S,0,0,0,0,,POL,BLOCK,1,22,13797,0.0
13,95,Jurczyk Magdalena ,MB,0,0,0,0,,POL,BLOCK,1,22,13797,0.0
0,6,Witkowska Kamila ,MB,1,1,2,4,0.0,POL,BLOCK,2,27,13797,0.0
1,14,Wolosz Joanna (C),S,1,0,3,4,25.0,POL,BLOCK,2,27,13797,0.0
2,1,Stenzel Maria ,L,0,0,0,0,,POL,BLOCK,2,27,13797,0.0
3,3,Alagierska-Szczepaniak Klaudia ,MB,0,2,1,3,-66.67,POL,BLOCK,2,27,13797,0.0
4,8,Gorecka Zuzanna ,OH,0,0,0,0,,POL,BLOCK,2,27,13797,0.0
5,10,Fedusio Monika ,OH,0,0,0,0,,POL,BLOCK,2,27,13797,0.0
6,11,Lukasik Martyna ,OH,0,1,2,3,-33.33,POL,BLOCK,2,27,13797,0.0
7,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,BLOCK,2,27,13797,0.0
8,15,Czyrnianska Martyna ,OH,0,1,1,2,-50.0,POL,BLOCK,2,27,13797,0.0
9,18,Gryka Aleksandra ,MB,0,0,0,0,,POL,BLOCK,2,27,13797,0.0
10,22,Szlagowska Weronika ,OH,0,0,0,0,,POL,BLOCK,2,27,13797,0.0
11,26,Wenerska Katarzyna ,S,0,0,0,0,,POL,BLOCK,2,27,13797,0.0
12,30,Rozanski Olivia ,OH,0,1,1,2,-50.0,POL,BLOCK,2,27,13797,0.0
13,95,Jurczyk Magdalena ,MB,0,0,0,0,,POL,BLOCK,2,27,13797,0.0
0,14,Wolosz Joanna (C),S,1,0,0,1,100.0,POL,BLOCK,3,25,13797,1.0
1,1,Stenzel Maria ,L,0,0,0,0,,POL,BLOCK,3,25,13797,1.0
2,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,3,3,0.0,POL,BLOCK,3,25,13797,1.0
3,6,Witkowska Kamila ,MB,0,0,0,0,,POL,BLOCK,3,25,13797,1.0
4,8,Gorecka Zuzanna ,OH,0,0,0,0,,POL,BLOCK,3,25,13797,1.0
5,10,Fedusio Monika ,OH,0,0,0,0,,POL,BLOCK,3,25,13797,1.0
6,11,Lukasik Martyna ,OH,0,0,0,0,,POL,BLOCK,3,25,13797,1.0
7,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,BLOCK,3,25,13797,1.0
8,15,Czyrnianska Martyna ,OH,0,1,2,3,-33.33,POL,BLOCK,3,25,13797,1.0
9,18,Gryka Aleksandra ,MB,0,0,0,0,,POL,BLOCK,3,25,13797,1.0
10,22,Szlagowska Weronika ,OH,0,0,0,0,,POL,BLOCK,3,25,13797,1.0
11,26,Wenerska Katarzyna ,S,0,0,0,0,,POL,BLOCK,3,25,13797,1.0
12,30,Rozanski Olivia ,OH,0,1,0,1,-100.0,POL,BLOCK,3,25,13797,1.0
13,95,Jurczyk Magdalena ,MB,0,0,0,0,,POL,BLOCK,3,25,13797,1.0
0,14,Wolosz Joanna (C),S,1,0,2,3,33.33,POL,BLOCK,4,25,13797,1.0
1,22,Szlagowska Weronika ,OH,1,0,0,1,100.0,POL,BLOCK,4,25,13797,1.0
2,1,Stenzel Maria ,L,0,0,0,0,,POL,BLOCK,4,25,13797,1.0
3,3,Alagierska-Szczepaniak Klaudia ,MB,0,0,0,0,,POL,BLOCK,4,25,13797,1.0
4,6,Witkowska Kamila ,MB,0,0,0,0,,POL,BLOCK,4,25,13797,1.0
5,8,Gorecka Zuzanna ,OH,0,0,0,0,,POL,BLOCK,4,25,13797,1.0
6,10,Fedusio Monika ,OH,0,0,0,0,,POL,BLOCK,4,25,13797,1.0
7,11,Lukasik Martyna ,OH,0,0,0,0,,POL,BLOCK,4,25,13797,1.0
8,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,BLOCK,4,25,13797,1.0
9,15,Czyrnianska Martyna ,OH,0,0,0,0,,POL,BLOCK,4,25,13797,1.0
10,18,Gryka Aleksandra ,MB,0,0,0,0,,POL,BLOCK,4,25,13797,1.0
11,26,Wenerska Katarzyna ,S,0,0,0,0,,POL,BLOCK,4,25,13797,1.0
12,30,Rozanski Olivia ,OH,0,0,0,0,,POL,BLOCK,4,25,13797,1.0
13,95,Jurczyk Magdalena ,MB,0,0,0,0,,POL,BLOCK,4,25,13797,1.0
0,3,Alagierska-Szczepaniak Klaudia ,MB,2,1,1,4,25.0,POL,BLOCK,5,15,13797,1.0
1,14,Wolosz Joanna (C),S,1,0,0,1,100.0,POL,BLOCK,5,15,13797,1.0
2,22,Szlagowska Weronika ,OH,1,0,0,1,100.0,POL,BLOCK,5,15,13797,1.0
3,1,Stenzel Maria ,L,0,0,0,0,,POL,BLOCK,5,15,13797,1.0
4,6,Witkowska Kamila ,MB,0,2,1,3,-66.67,POL,BLOCK,5,15,13797,1.0
5,8,Gorecka Zuzanna ,OH,0,0,0,0,,POL,BLOCK,5,15,13797,1.0
6,10,Fedusio Monika ,OH,0,0,0,0,,POL,BLOCK,5,15,13797,1.0
7,11,Lukasik Martyna ,OH,0,0,0,0,,POL,BLOCK,5,15,13797,1.0
8,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,BLOCK,5,15,13797,1.0
9,15,Czyrnianska Martyna ,OH,0,0,0,0,,POL,BLOCK,5,15,13797,1.0
10,18,Gryka Aleksandra ,MB,0,0,0,0,,POL,BLOCK,5,15,13797,1.0
11,26,Wenerska Katarzyna ,S,0,0,0,0,,POL,BLOCK,5,15,13797,1.0
12,30,Rozanski Olivia ,OH,0,0,0,0,,POL,BLOCK,5,15,13797,1.0
13,95,Jurczyk Magdalena ,MB,0,0,0,0,,POL,BLOCK,5,15,13797,1.0
0,19,Moksri Chatchu-On ,OH,5,4,3,12,8.33,THA,BLOCK,0,0,13797,
1,9,Bundasak Jarasporn ,MB,3,4,5,12,-8.33,THA,BLOCK,0,0,13797,
2,6,Thipachot Kannika ,OH,1,0,0,1,100.0,THA,BLOCK,0,0,13797,
3,1,Srithong Wipawee ,OH,0,0,0,0,,THA,BLOCK,0,0,13797,
4,3,Guedpard Pornpun (C),S,0,2,6,8,-25.0,THA,BLOCK,0,0,13797,
5,11,Pinsuwan Darin ,OH,0,0,0,0,,THA,BLOCK,0,0,13797,
6,15,Kamulthala Kaewkalaya ,MB,0,11,13,24,-45.83,THA,BLOCK,0,0,13797,
7,16,Kokram Pimpichaya ,O,0,1,7,8,-12.5,THA,BLOCK,0,0,13797,
8,17,Boonlert Tichaya ,S,0,0,0,0,,THA,BLOCK,0,0,13797,
9,18,Kongyot Ajcharaporn ,OH,0,0,2,2,0.0,THA,BLOCK,0,0,13797,
10,21,Sooksod Thanacha ,O,0,1,0,1,-100.0,THA,BLOCK,0,0,13797,
11,22,Sanitklang Nattaporn ,L,0,0,0,0,,THA,BLOCK,0,0,13797,
12,23,ManaKij Sirima ,S,0,0,0,0,,THA,BLOCK,0,0,13797,
0,19,Moksri Chatchu-On ,OH,1,1,0,2,0.0,THA,BLOCK,1,25,13797,1.0
1,1,Srithong Wipawee ,OH,0,0,0,0,,THA,BLOCK,1,25,13797,1.0
2,3,Guedpard Pornpun (C),S,0,0,2,2,0.0,THA,BLOCK,1,25,13797,1.0
3,6,Thipachot Kannika ,OH,0,0,0,0,,THA,BLOCK,1,25,13797,1.0
4,9,Bundasak Jarasporn ,MB,0,1,0,1,-100.0,THA,BLOCK,1,25,13797,1.0
5,11,Pinsuwan Darin ,OH,0,0,0,0,,THA,BLOCK,1,25,13797,1.0
6,15,Kamulthala Kaewkalaya ,MB,0,2,1,3,-66.67,THA,BLOCK,1,25,13797,1.0
7,16,Kokram Pimpichaya ,O,0,1,2,3,-33.33,THA,BLOCK,1,25,13797,1.0
8,17,Boonlert Tichaya ,S,0,0,0,0,,THA,BLOCK,1,25,13797,1.0
9,18,Kongyot Ajcharaporn ,OH,0,0,0,0,,THA,BLOCK,1,25,13797,1.0
10,21,Sooksod Thanacha ,O,0,0,0,0,,THA,BLOCK,1,25,13797,1.0
11,22,Sanitklang Nattaporn ,L,0,0,0,0,,THA,BLOCK,1,25,13797,1.0
12,23,ManaKij Sirima ,S,0,0,0,0,,THA,BLOCK,1,25,13797,1.0
0,19,Moksri Chatchu-On ,OH,3,2,2,7,14.29,THA,BLOCK,2,29,13797,1.0
1,9,Bundasak Jarasporn ,MB,1,1,1,3,0.0,THA,BLOCK,2,29,13797,1.0
2,1,Srithong Wipawee ,OH,0,0,0,0,,THA,BLOCK,2,29,13797,1.0
3,3,Guedpard Pornpun (C),S,0,1,1,2,-50.0,THA,BLOCK,2,29,13797,1.0
4,6,Thipachot Kannika ,OH,0,0,0,0,,THA,BLOCK,2,29,13797,1.0
5,11,Pinsuwan Darin ,OH,0,0,0,0,,THA,BLOCK,2,29,13797,1.0
6,15,Kamulthala Kaewkalaya ,MB,0,3,5,8,-37.5,THA,BLOCK,2,29,13797,1.0
7,16,Kokram Pimpichaya ,O,0,0,5,5,0.0,THA,BLOCK,2,29,13797,1.0
8,17,Boonlert Tichaya ,S,0,0,0,0,,THA,BLOCK,2,29,13797,1.0
9,18,Kongyot Ajcharaporn ,OH,0,0,1,1,0.0,THA,BLOCK,2,29,13797,1.0
10,21,Sooksod Thanacha ,O,0,0,0,0,,THA,BLOCK,2,29,13797,1.0
11,22,Sanitklang Nattaporn ,L,0,0,0,0,,THA,BLOCK,2,29,13797,1.0
12,23,ManaKij Sirima ,S,0,0,0,0,,THA,BLOCK,2,29,13797,1.0
0,1,Srithong Wipawee ,OH,0,0,0,0,,THA,BLOCK,3,16,13797,0.0
1,3,Guedpard Pornpun (C),S,0,0,1,1,0.0,THA,BLOCK,3,16,13797,0.0
2,6,Thipachot Kannika ,OH,0,0,0,0,,THA,BLOCK,3,16,13797,0.0
3,9,Bundasak Jarasporn ,MB,0,1,0,1,-100.0,THA,BLOCK,3,16,13797,0.0
4,11,Pinsuwan Darin ,OH,0,0,0,0,,THA,BLOCK,3,16,13797,0.0
5,15,Kamulthala Kaewkalaya ,MB,0,3,5,8,-37.5,THA,BLOCK,3,16,13797,0.0
6,16,Kokram Pimpichaya ,O,0,0,0,0,,THA,BLOCK,3,16,13797,0.0
7,17,Boonlert Tichaya ,S,0,0,0,0,,THA,BLOCK,3,16,13797,0.0
8,18,Kongyot Ajcharaporn ,OH,0,0,0,0,,THA,BLOCK,3,16,13797,0.0
9,19,Moksri Chatchu-On ,OH,0,0,0,0,,THA,BLOCK,3,16,13797,0.0
10,21,Sooksod Thanacha ,O,0,0,0,0,,THA,BLOCK,3,16,13797,0.0
11,22,Sanitklang Nattaporn ,L,0,0,0,0,,THA,BLOCK,3,16,13797,0.0
12,23,ManaKij Sirima ,S,0,0,0,0,,THA,BLOCK,3,16,13797,0.0
0,9,Bundasak Jarasporn ,MB,1,1,1,3,0.0,THA,BLOCK,4,16,13797,0.0
1,1,Srithong Wipawee ,OH,0,0,0,0,,THA,BLOCK,4,16,13797,0.0
2,3,Guedpard Pornpun (C),S,0,1,0,1,-100.0,THA,BLOCK,4,16,13797,0.0
3,6,Thipachot Kannika ,OH,0,0,0,0,,THA,BLOCK,4,16,13797,0.0
4,11,Pinsuwan Darin ,OH,0,0,0,0,,THA,BLOCK,4,16,13797,0.0
5,15,Kamulthala Kaewkalaya ,MB,0,3,2,5,-60.0,THA,BLOCK,4,16,13797,0.0
6,16,Kokram Pimpichaya ,O,0,0,0,0,,THA,BLOCK,4,16,13797,0.0
7,17,Boonlert Tichaya ,S,0,0,0,0,,THA,BLOCK,4,16,13797,0.0
8,18,Kongyot Ajcharaporn ,OH,0,0,0,0,,THA,BLOCK,4,16,13797,0.0
9,19,Moksri Chatchu-On ,OH,0,0,0,0,,THA,BLOCK,4,16,13797,0.0
10,21,Sooksod Thanacha ,O,0,1,0,1,-100.0,THA,BLOCK,4,16,13797,0.0
11,22,Sanitklang Nattaporn ,L,0,0,0,0,,THA,BLOCK,4,16,13797,0.0
12,23,ManaKij Sirima ,S,0,0,0,0,,THA,BLOCK,4,16,13797,0.0
0,6,Thipachot Kannika ,OH,1,0,0,1,100.0,THA,BLOCK,5,13,13797,0.0
1,9,Bundasak Jarasporn ,MB,1,0,3,4,25.0,THA,BLOCK,5,13,13797,0.0
2,19,Moksri Chatchu-On ,OH,1,1,1,3,0.0,THA,BLOCK,5,13,13797,0.0
3,1,Srithong Wipawee ,OH,0,0,0,0,,THA,BLOCK,5,13,13797,0.0
4,3,Guedpard Pornpun (C),S,0,0,2,2,0.0,THA,BLOCK,5,13,13797,0.0
5,11,Pinsuwan Darin ,OH,0,0,0,0,,THA,BLOCK,5,13,13797,0.0
6,15,Kamulthala Kaewkalaya ,MB,0,0,0,0,,THA,BLOCK,5,13,13797,0.0
7,16,Kokram Pimpichaya ,O,0,0,0,0,,THA,BLOCK,5,13,13797,0.0
8,17,Boonlert Tichaya ,S,0,0,0,0,,THA,BLOCK,5,13,13797,0.0
9,18,Kongyot Ajcharaporn ,OH,0,0,1,1,0.0,THA,BLOCK,5,13,13797,0.0
10,21,Sooksod Thanacha ,O,0,0,0,0,,THA,BLOCK,5,13,13797,0.0
11,22,Sanitklang Nattaporn ,L,0,0,0,0,,THA,BLOCK,5,13,13797,0.0
12,23,ManaKij Sirima ,S,0,0,0,0,,THA,BLOCK,5,13,13797,0.0
0,9,Alsmeier Lina ,OH,2,0,1,3,66.67,GER,BLOCK,0,0,13800,
1,14,Schölzel Marie ,MB,2,2,0,4,0.0,GER,BLOCK,0,0,13800,
2,2,Kästner Pia ,S,1,2,2,5,-20.0,GER,BLOCK,0,0,13800,
3,12,Orthmann Hanna ,OH,1,1,1,3,0.0,GER,BLOCK,0,0,13800,
4,21,Weitzel Camilla ,MB,1,2,2,5,-20.0,GER,BLOCK,0,0,13800,
5,1,Bock Linda ,L,0,0,0,0,,GER,BLOCK,0,0,13800,
6,4,Pogany Anna ,L,0,0,0,0,,GER,BLOCK,0,0,13800,
7,5,Glaab Corina ,S,0,0,0,0,,GER,BLOCK,0,0,13800,
